cluster_id	purity
448	0.966203
449	0.417708
450	0.813974
451	0.447327
452	0.561197
453	0.629379
454	0.753522
455	0.742409
456	0.491425
457	0.40523
458	0.434422
459	0.801943
460	0.985771
461	0.490784
462	0.700241
463	0.767911
464	0.406813
465	0.662092
466	0.569158
467	0.624367
468	0.772055
469	0.752947
470	0.614509
471	0.681906
472	0.492739
473	0.807588
474	0.69439
475	0.763167
476	0.850978
477	0.833743
478	0.632027
479	0.613604
480	0.773206
481	0.411094
482	0.649352
483	0.632152
484	0.420522
485	0.799754
486	0.979914
487	0.696993
488	0.751169
489	0.507321
490	0.652092
491	0.80236
492	0.544256
493	0.645465
494	0.762593
495	0.819555
496	0.757289
497	0.656409
498	0.6913
499	0.737847
500	0.488893
501	0.586256
502	0.718295
503	0.352485
504	0.910629
505	0.473419
506	0.755729
507	0.624053
508	0.751849
509	0.491441
510	0.560093
511	0.755718
512	0.821966
513	0.29535
514	0.401696
515	0.399496
516	0.733174
517	0.643954
518	0.702513
519	0.870589
520	0.346606
521	0.730523
522	0.772479
523	0.681408
524	0.706262
525	0.658517
526	0.537729
527	0.707441
528	0.744199
529	0.316613
530	0.69424
531	0.570458
532	0.167561
533	0.895179
534	0.784599
535	0.453386
536	0.598537
537	0.602223
538	0.45631
539	0.657452
540	0.56779
541	0.665601
542	0.638794
543	0.52617
544	0.495213
545	0.811483
546	0.411378
547	0.418923
548	0.577233
549	0.619708
550	0.494484
551	0.596171
552	0.739183
553	0.74836
554	0.693686
555	0.772551
556	0.942828
557	0.932992
558	0.782033
559	0.764479
560	0.609665
561	0.380722
562	0.343993
563	0.39435
564	0.533191
565	0.767381
566	0.359097
567	0.861518
568	0.596348
569	0.791673
570	0.528289
571	0.484308
572	0.808826
573	0.388345
574	0.614974
575	0.936234
576	0.537324
577	0.800526
578	0.417068
579	0.529559
580	0.487758
581	0.917648
582	0.774427
583	0.362071
584	0.768025
585	0.521945
586	0.588008
587	0.779288
588	0.557906
589	0.539739
590	0.861469
591	0.825069
592	0.655642
593	0.312513
594	0.785766
595	0.838824
596	0.434745
597	0.305342
598	0.287591
599	0.470346
600	0.160237
601	0.738079
602	0.672078
603	0.727092
604	0.621712
605	0.459697
606	0.505405
607	0.606917
608	0.863457
609	0.824814
610	0.368002
611	0.421917
612	0.695096
613	0.755324
614	0.753614
615	0.728757
616	0.927042
617	0.847944
618	0.522988
619	0.407746
620	0.334701
621	0.328135
622	0.738668
623	0.803874
624	0.515187
625	0.434385
626	0.657509
627	0.723443
628	0.820409
629	0.275827
630	0.47816
631	0.603978
632	0.784484
633	0.740399
634	0.728947
635	0.641335
636	0.670415
637	0.686772
638	0.663893
639	0.493224
640	0.695212
641	0.67755
642	0.609522
643	0.711262
644	0.488611
645	0.804941
646	0.798539
647	0.612482
648	0.5147
649	0.697868
650	0.77611
651	0.97993
652	0.897591
653	0.774743
654	0.643807
655	0.682717
656	0.458601
657	0.720554
658	0.597495
659	0.286647
660	0.70073
661	0.226239
662	0.602291
663	0.49503
664	0.917375
665	0.876965
666	0.57581
667	0.782993
668	0.806995
669	0.842031
670	0.404582
671	0.409238
672	0.304712
673	0.582542
674	0.736206
675	0.676895
676	0.399809
677	0.738671
678	0.726237
679	0.702215
680	0.602088
681	0.634824
682	0.366077
683	0.734487
684	0.872683
685	0.544306
686	0.615308
687	0.785234
688	0.560124
689	0.570066
690	0.423372
691	0.619958
692	0.738078
693	0.744337
694	0.403775
695	0.70735
696	0.731871
697	0.659918
698	0.807594
699	0.56799
700	0.621479
701	0.351591
702	0.726132
703	0.910914
704	0.804188
705	0.508159
706	0.745259
707	0.793928
708	0.729553
709	0.773552
710	0.433585
711	0.949531
712	0.836367
713	0.76065
714	0.743408
715	0.745605
716	0.702353
717	0.563102
718	0.9789
719	0.790175
720	0.957331
721	0.826187
722	0.650211
723	0.680905
724	0.899712
725	0.605299
726	0.676955
727	0.701316
728	0.518674
729	0.393863
730	0.542053
731	0.367042
732	0.897844
733	0.696804
734	0.78447
735	0.565951
736	0.876714
737	0.740444
738	0.677017
739	0.79201
740	0.472182
741	0.377111
742	0.634567
743	0.782928
744	0.808111
745	0.669701
746	0.669621
747	0.566297
748	0.524338
749	0.925853
750	0.45278
751	0.371202
752	0.616744
753	0.691246
754	0.687856
755	0.681971
756	0.685769
757	0.606636
758	0.538088
759	0.466324
760	0.346863
761	0.762836
762	0.723422
763	0.311495
764	0.420227
765	0.844147
766	0.893675
767	0.714468
768	0.897402
769	0.571271
770	0.396974
771	0.333064
772	0.626583
773	0.59124
774	0.604796
775	0.644406
776	0.364989
777	0.759627
778	0.717723
779	0.800221
780	0.942464
781	0.822845
782	0.822276
783	0.865366
784	0.371287
785	0.295419
786	0.678845
787	0.611277
788	0.419235
789	0.370723
790	0.744836
791	0.36462
792	0.535823
793	0.688104
794	0.540067
795	0.751049
796	0.741729
797	0.783795
798	0.660722
799	0.358639
800	0.680591
801	0.833807
802	0.314835
803	0.752482
804	0.658146
805	0.728877
806	0.928902
807	0.602261
808	0.607976
809	0.783909
810	0.179343
811	0.670186
812	0.568989
813	0.802188
814	0.409719
815	0.5649
816	0.685451
817	0.829386
818	0.754251
819	0.697396
820	0.191411
821	0.570612
822	0.529793
823	0.728519
824	0.651365
825	0.31908
826	0.615715
827	0.358262
828	0.453321
829	0.904991
830	0.419991
831	0.430744
832	0.523833
833	0.484633
834	0.712169
835	0.406391
836	0.497988
837	0.647788
838	0.774745
839	0.952333
840	0.247739
841	0.439423
842	0.511674
843	0.725655
844	0.622714
845	0.789537
846	0.357012
847	0.767394
848	0.692323
849	0.927226
850	0.483666
851	0.665641
852	0.56552
853	0.531013
854	0.377072
855	0.465064
856	0.5008
857	0.802384
858	0.470721
859	0.701347
860	0.385016
861	0.8389
862	0.302425
863	0.391837
864	0.602709
865	0.685032
866	0.666298
867	0.541084
868	0.502328
869	0.453241
870	0.500345
871	0.44397
872	0.622866
873	0.594911
874	0.70435
875	0.685917
876	0.575449
877	0.736074
878	0.882248
879	0.68507
880	0.713592
881	0.45717
882	0.714394
883	0.546951
884	0.609507
885	0.769952
886	0.499465
887	0.730279
888	0.693091
889	0.470014
890	0.732071
891	0.700951
892	0.722506
893	0.645449
894	0.652753
895	0.703541
896	0.443523
897	0.179398
898	0.675391
899	0.637677
900	0.620256
901	0.651741
902	0.911851
903	0.787757
904	0.566065
905	0.421809
906	0.82437
907	0.329725
908	0.494763
909	0.468369
910	0.796273
911	0.729561
912	0.458145
913	0.569801
914	0.659942
915	0.874121
916	0.746141
917	0.967645
918	0.776874
919	0.662423
920	0.684464
921	0.654816
922	0.61286
923	0.716461
924	0.762326
925	0.62561
926	0.486508
927	0.544283
928	0.475895
929	0.614869
930	0.656798
931	0.809216
932	0.632285
933	0.490877
934	0.661867
935	0.763572
936	0.74195
937	0.42086
938	0.442677
939	0.48748
940	0.527842
941	0.932262
942	0.350522
943	0.470602
944	0.673134
945	0.827604
946	0.677751
947	0.722737
948	0.703371
949	0.982904
950	0.975835
951	0.710348
952	0.63301
953	0.386657
954	0.727404
955	0.955529
956	0.97975
957	0.7851
958	0.558335
959	0.809618
960	0.758686
961	0.856563
962	0.892671
963	0.842925
964	0.804056
965	0.845688
966	0.6116
967	0.666445
968	0.517103
969	0.414911
970	0.445793
971	0.580949
972	0.784044
973	0.771307
974	0.7059
975	0.393411
976	0.52589
977	0.667768
978	0.759531
979	0.492279
980	0.503461
981	0.855365
982	0.611245
983	0.594763
984	0.635951
985	0.567713
986	0.412627
987	0.49089
988	0.660459
989	0.798261
990	0.833549
991	0.519032
992	0.757916
993	0.652491
994	0.696047
995	0.66836
996	0.51372
997	0.57428
998	0.42096
999	0.695664
1000	0.17438
1001	0.49333
1002	0.74053
1003	0.593333
1004	0.658096
1005	0.673117
1006	0.625292
1007	0.698418
1008	0.771431
1009	0.501949
1010	0.74905
1011	0.808752
1012	0.456178
1013	0.279521
1014	0.803017
1015	0.588263
1016	0.553984
1017	0.754285
1018	0.444755
1019	0.381532
1020	0.540574
1021	0.673257
1022	0.679122
1023	0.460468
1024	0.541245
1025	0.528359
1026	0.63112
1027	0.533531
1028	0.82264
1029	0.734842
1030	0.800131
1031	0.660832
1032	0.286229
1033	0.518418
1034	0.964959
1035	0.735989
1036	0.415669
1037	0.534987
1038	0.817084
1039	0.248508
1040	0.590798
1041	0.653374
1042	0.676957
1043	0.836506
1044	0.546208
1045	0.771677
1046	0.669495
1047	0.696296
1048	0.729435
1049	0.688164
1050	0.327426
1051	0.623842
1052	0.651185
1053	0.559006
1054	0.585328
1055	0.383426
1056	0.751114
1057	0.484019
1058	0.943995
1059	0.527567
1060	0.174988
1061	0.967809
1062	0.629421
1063	0.623673
1064	0.831075
1065	0.741183
1066	0.681166
1067	0.601842
1068	0.781936
1069	0.502769
1070	0.212834
1071	0.505634
1072	0.694256
1073	0.378798
1074	0.834339
1075	0.424898
1076	0.408109
1077	0.757664
1078	0.312536
1079	0.388749
1080	0.816824
1081	0.769738
1082	0.6275
1083	0.778145
1084	0.462093
1085	0.576511
1086	0.66869
1087	0.474475
1088	0.722157
1089	0.567495
1090	0.537551
1091	0.784523
1092	0.415925
1093	0.439223
1094	0.780963
1095	0.400732
1096	0.332419
1097	0.656327
1098	0.419908
1099	0.667674
1100	0.438415
1101	0.645646
1102	0.781886
1103	0.640198
1104	0.678835
1105	0.743044
1106	0.520195
1107	0.615824
1108	0.653986
1109	0.50974
1110	0.782626
1111	0.439925
1112	0.758246
1113	0.622587
1114	0.818419
1115	0.796476
1116	0.669333
1117	0.593554
1118	0.769341
1119	0.444399
1120	0.471751
1121	0.939808
1122	0.329314
1123	0.47788
1124	0.819112
1125	0.585682
1126	0.517824
1127	0.854365
1128	0.531815
1129	0.623556
1130	0.531495
1131	0.780671
1132	0.791178
1133	0.62632
1134	0.391173
1135	0.638598
1136	0.766267
1137	0.7234
1138	0.675247
1139	0.580411
1140	0.62211
1141	0.85332
1142	0.348214
1143	0.599338
1144	0.683154
1145	0.817822
1146	0.832528
1147	0.775001
1148	0.649265
1149	0.793125
1150	0.818476
1151	0.703186
1152	0.815532
1153	0.772105
1154	0.949298
1155	0.586211
1156	0.934674
1157	0.564058
1158	0.839471
1159	0.611344
1160	0.483877
1161	0.760195
1162	0.573992
1163	0.955029
1164	0.551807
1165	0.752537
1166	0.523691
1167	0.726406
1168	0.816438
1169	0.405153
1170	0.205779
1171	0.294873
1172	0.849281
1173	0.531096
1174	0.566521
1175	0.49415
1176	0.778991
1177	0.898829
1178	0.767065
1179	0.484955
1180	0.817554
1181	0.906897
1182	0.674145
1183	0.977966
1184	0.679544
1185	0.762617
1186	0.617027
1187	0.652484
1188	0.684223
1189	0.490945
1190	0.616264
1191	0.485673
1192	0.408494
1193	0.646887
1194	0.764837
1195	0.784907
1196	0.776905
1197	0.402927
1198	0.403819
1199	0.433661
1200	0.681396
1201	0.386313
1202	0.812125
1203	0.832322
1204	0.754228
1205	0.761089
1206	0.713069
1207	0.79632
1208	0.760616
1209	0.707668
1210	0.627605
1211	0.739501
1212	0.27333
1213	0.649384
1214	0.676737
1215	0.518246
1216	0.672701
1217	0.53247
1218	0.936012
1219	0.479135
1220	0.702205
1221	0.841526
1222	0.444527
1223	0.651487
1224	0.499586
1225	0.614425
1226	0.623629
1227	0.748131
1228	0.57615
1229	0.523921
1230	0.67919
1231	0.733618
1232	0.791157
1233	0.697062
1234	0.701541
1235	0.594517
1236	0.909167
1237	0.625362
1238	0.748728
1239	0.705779
1240	0.79529
1241	0.523937
1242	0.766015
1243	0.662902
1244	0.811411
1245	0.740286
1246	0.792931
1247	0.62789
1248	0.759006
1249	0.782775
1250	0.440535
1251	0.336258
1252	0.729708
1253	0.573396
1254	0.816695
1255	0.64043
1256	0.43204
1257	0.290631
1258	0.586954
1259	0.640571
1260	0.351034
1261	0.458586
1262	0.509296
1263	0.710859
1264	0.393723
1265	0.668332
1266	0.527673
1267	0.765561
1268	0.689166
1269	0.679228
1270	0.489554
1271	0.76105
1272	0.516366
1273	0.325024
1274	0.671404
1275	0.648023
1276	0.734103
1277	0.789598
1278	0.620469
1279	0.450371
1280	0.733478
1281	0.572635
1282	0.77632
1283	0.720208
1284	0.614617
1285	0.774832
1286	0.416952
1287	0.49759
1288	0.666324
1289	0.819169
1290	0.535191
1291	0.402674
1292	0.520014
1293	0.590032
1294	0.666303
1295	0.590903
1296	0.803351
1297	0.521161
1298	0.746746
1299	0.34255
1300	0.446636
1301	0.619695
1302	0.334604
1303	0.681611
1304	0.932376
1305	0.536947
1306	0.528149
1307	0.432738
1308	0.522231
1309	0.399651
1310	0.399446
1311	0.685199
1312	0.591477
1313	0.691474
1314	0.560387
1315	0.816583
1316	0.747135
1317	0.599348
1318	0.660052
1319	0.44679
1320	0.72073
1321	0.614942
1322	0.390291
1323	0.887301
1324	0.656443
1325	0.584331
1326	0.658188
1327	0.734145
1328	0.814242
1329	0.503506
1330	0.709337
1331	0.754424
1332	0.351487
1333	0.27745
1334	0.714933
1335	0.688732
1336	0.506361
1337	0.886015
1338	0.41671
1339	0.476937
1340	0.636371
1341	0.591777
1342	0.488232
1343	0.825564
1344	0.655773
1345	0.735104
1346	0.627794
1347	0.716414
1348	0.591443
1349	0.589144
1350	0.820489
1351	0.945047
1352	0.431833
1353	0.725983
1354	0.703767
1355	0.590927
1356	0.655683
1357	0.850711
1358	0.39374
1359	0.328405
1360	0.787784
1361	0.257754
1362	0.724316
1363	0.543654
1364	0.856365
1365	0.743317
1366	0.759374
1367	0.409959
1368	0.692999
1369	0.800415
1370	0.662216
1371	0.56789
1372	0.788232
1373	0.752193
1374	0.631991
1375	0.473591
1376	0.536163
1377	0.693388
1378	0.640925
1379	0.66462
1380	0.667369
1381	0.534605
1382	0.764281
1383	0.859617
1384	0.636302
1385	0.578272
1386	0.363153
1387	0.704306
1388	0.469248
1389	0.558454
1390	0.840394
1391	0.585716
1392	0.556144
1393	0.772757
1394	0.625185
1395	0.702336
1396	0.675208
1397	0.845522
1398	0.691677
1399	0.645281
1400	0.325591
1401	0.899242
1402	0.758471
1403	0.68637
1404	0.836498
1405	0.50772
1406	0.515118
1407	0.5201
1408	0.802872
1409	0.657168
1410	0.50213
1411	0.306529
1412	0.719792
1413	0.748578
1414	0.746845
1415	0.618028
1416	0.953407
1417	0.605987
1418	0.395262
1419	0.647027
1420	0.59914
1421	0.850903
1422	0.596307
1423	0.497888
1424	0.785638
1425	0.619604
1426	0.585681
1427	0.584635
1428	0.678246
1429	0.748324
1430	0.712035
1431	0.613765
1432	0.384462
1433	0.753812
1434	0.715657
1435	0.376236
1436	0.710945
1437	0.417587
1438	0.7364
1439	0.342676
1440	0.661658
1441	0.338718
1442	0.436283
1443	0.602038
1444	0.599127
1445	0.556451
1446	0.774325
1447	0.748916
1448	0.390305
1449	0.63614
1450	0.348631
1451	0.546848
1452	0.6906
1453	0.829197
1454	0.583086
1455	0.772752
1456	0.752786
1457	0.839448
1458	0.589071
1459	0.833866
1460	0.611479
1461	0.849895
1462	0.698657
1463	0.67456
1464	0.833084
1465	0.627764
1466	0.408208
1467	0.932623
1468	0.481904
1469	0.567294
1470	0.366253
1471	0.745798
1472	0.480904
1473	0.71515
1474	0.73987
1475	0.513166
1476	0.86794
1477	0.615497
1478	0.743972
1479	0.737317
1480	0.692983
1481	0.273674
1482	0.374247
1483	0.650057
